game_id,round,player,score,score_time
4,1,Gloria,70,2024-12-25T03:25:56Z
4,1,Paul,55,2024-12-25T03:16:17Z
4,1,Lauren,25,2024-12-25T03:16:17Z
4,1,Craig,-15,2024-12-25T03:16:17Z
4,2,Gloria,0,2024-12-25T03:02:50Z
4,2,Paul,30,2024-12-25T03:25:56Z
4,2,Lauren,40,2024-12-25T03:25:56Z
4,2,Craig,55,2024-12-25T03:25:56Z
4,3,Gloria,65,2024-12-25T03:35:03Z
4,3,Paul,60,2024-12-25T03:35:03Z
4,3,Lauren,40,2024-12-25T03:35:03Z
4,3,Craig,45,2024-12-25T03:35:03Z
4,4,Gloria,-35,2024-12-25T03:45:46Z
4,4,Paul,5,2024-12-25T03:45:46Z
4,4,Lauren,100,2024-12-25T03:45:46Z
4,4,Craig,25,2024-12-25T03:45:46Z
4,5,Gloria,50,2024-12-25T03:55:57Z
4,5,Paul,40,2024-12-25T03:55:57Z
4,5,Lauren,70,2024-12-25T03:55:57Z
4,5,Craig,35,2024-12-25T03:55:57Z
4,6,Gloria,60,2024-12-25T04:08:42Z
4,6,Paul,85,2024-12-25T04:08:42Z
4,6,Lauren,20,2024-12-25T04:08:42Z
4,6,Craig,-55,2024-12-25T04:08:42Z
4,7,Gloria,55,2024-12-25T04:18:48Z
4,7,Paul,45,2024-12-25T04:18:48Z
4,7,Lauren,40,2024-12-25T04:29:15Z
4,7,Craig,-10,2024-12-25T04:29:15Z
4,8,Gloria,30,2024-12-25T04:29:39Z
4,8,Paul,45,2024-12-25T04:29:39Z
4,8,Lauren,40,2024-12-25T04:29:39Z
4,8,Craig,65,2024-12-25T04:29:39Z
4,9,Gloria,0,2024-12-25T03:02:50Z
4,9,Paul,0,2024-12-25T03:02:50Z
4,9,Lauren,0,2024-12-25T03:02:50Z
4,9,Craig,0,2024-12-25T03:02:50Z
4,10,Gloria,0,2024-12-25T03:02:50Z
4,10,Paul,0,2024-12-25T03:02:50Z
4,10,Lauren,0,2024-12-25T03:02:50Z
4,10,Craig,0,2024-12-25T03:02:50Z
4,11,Gloria,0,2024-12-25T03:02:50Z
4,11,Paul,0,2024-12-25T03:02:50Z
4,11,Lauren,0,2024-12-25T03:02:50Z
4,11,Craig,0,2024-12-25T03:02:50Z
4,12,Gloria,0,2024-12-25T03:02:50Z
4,12,Paul,0,2024-12-25T03:02:50Z
4,12,Lauren,0,2024-12-25T03:02:50Z
4,12,Craig,0,2024-12-25T03:02:50Z
