game_id,round,player,score,score_time
13,1,Gloria,70,2025-06-14T00:16:46Z
13,1,Paul,80,2025-06-14T00:16:47Z
13,1,Lauren,45,2025-06-14T00:16:47Z
13,1,Craig,30,2025-06-14T00:16:47Z
13,2,Gloria,-25,2025-06-14T00:29:43Z
13,2,Paul,60,2025-06-14T00:29:43Z
13,2,Lauren,30,2025-06-14T00:29:43Z
13,2,Craig,35,2025-06-14T00:29:43Z
13,3,Gloria,55,2025-06-14T00:37:44Z
13,3,Paul,-25,2025-06-14T00:37:44Z
13,3,Lauren,55,2025-06-14T00:37:44Z
13,3,Craig,-20,2025-06-14T00:37:44Z
13,4,Gloria,45,2025-06-14T00:46:10Z
13,4,Paul,15,2025-06-14T00:46:10Z
13,4,Lauren,50,2025-06-14T00:46:10Z
13,4,Craig,-60,2025-06-14T00:46:10Z
13,5,Gloria,60,2025-06-14T01:01:36Z
13,5,Paul,50,2025-06-14T01:01:36Z
13,5,Lauren,10,2025-06-14T01:01:36Z
13,5,Craig,40,2025-06-14T01:01:36Z
13,6,Gloria,80,2025-06-14T01:16:07Z
13,6,Paul,60,2025-06-14T01:16:07Z
13,6,Lauren,20,2025-06-14T01:16:07Z
13,6,Craig,-10,2025-06-14T01:16:07Z
13,7,Gloria,-10,2025-06-14T01:34:23Z
13,7,Paul,30,2025-06-14T01:34:23Z
13,7,Lauren,65,2025-06-14T01:34:23Z
13,7,Craig,70,2025-06-14T01:34:23Z
13,8,Gloria,55,2025-06-14T01:45:45Z
13,8,Paul,45,2025-06-14T01:45:45Z
13,8,Lauren,15,2025-06-14T01:45:45Z
13,8,Craig,50,2025-06-14T01:45:45Z
13,9,Gloria,-5,2025-06-14T01:54:27Z
13,9,Paul,-45,2025-06-14T01:54:27Z
13,9,Lauren,55,2025-06-14T01:54:27Z
13,9,Craig,35,2025-06-14T01:54:27Z
13,10,Gloria,20,2025-06-14T02:07:29Z
13,10,Paul,40,2025-06-14T02:07:29Z
13,10,Lauren,85,2025-06-14T02:07:29Z
13,10,Craig,55,2025-06-14T02:07:31Z
13,11,Gloria,0,2025-06-14T00:08:22Z
13,11,Paul,0,2025-06-14T00:08:22Z
13,11,Lauren,0,2025-06-14T00:08:22Z
13,11,Craig,0,2025-06-14T00:08:22Z
13,12,Gloria,0,2025-06-14T00:08:22Z
13,12,Paul,0,2025-06-14T00:08:22Z
13,12,Lauren,0,2025-06-14T00:08:22Z
13,12,Craig,0,2025-06-14T00:08:22Z
