game_id,round,player,score,score_time
3,1,Gloria,290,2024-12-23T03:35:29Z
3,1,Paul,365,2024-12-23T03:35:29Z
3,1,Lauren,280,2024-12-23T03:35:29Z
3,1,Craig,350,2024-12-23T03:35:30Z
3,2,Gloria,0,2024-12-23T03:35:03Z
3,2,Paul,0,2024-12-23T03:35:03Z
3,2,Lauren,0,2024-12-23T03:35:03Z
3,2,Craig,0,2024-12-23T03:35:03Z
3,3,Gloria,0,2024-12-23T03:35:03Z
3,3,Paul,0,2024-12-23T03:35:03Z
3,3,Lauren,0,2024-12-23T03:35:03Z
3,3,Craig,0,2024-12-23T03:35:03Z
3,4,Gloria,0,2024-12-23T03:35:03Z
3,4,Paul,0,2024-12-23T03:35:03Z
3,4,Lauren,0,2024-12-23T03:35:03Z
3,4,Craig,0,2024-12-23T03:35:03Z
3,5,Gloria,0,2024-12-23T03:35:03Z
3,5,Paul,0,2024-12-23T03:35:03Z
3,5,Lauren,0,2024-12-23T03:35:03Z
3,5,Craig,0,2024-12-23T03:35:03Z
3,6,Gloria,0,2024-12-23T03:35:03Z
3,6,Paul,0,2024-12-23T03:35:03Z
3,6,Lauren,0,2024-12-23T03:35:03Z
3,6,Craig,0,2024-12-23T03:35:03Z
3,7,Gloria,0,2024-12-23T03:35:03Z
3,7,Paul,0,2024-12-23T03:35:03Z
3,7,Lauren,0,2024-12-23T03:35:03Z
3,7,Craig,0,2024-12-23T03:35:03Z
3,8,Gloria,0,2024-12-23T03:35:03Z
3,8,Paul,0,2024-12-23T03:35:03Z
3,8,Lauren,0,2024-12-23T03:35:03Z
3,8,Craig,0,2024-12-23T03:35:03Z
3,9,Gloria,0,2024-12-23T03:35:03Z
3,9,Paul,0,2024-12-23T03:35:03Z
3,9,Lauren,0,2024-12-23T03:35:03Z
3,9,Craig,0,2024-12-23T03:35:03Z
3,10,Gloria,0,2024-12-23T03:35:03Z
3,10,Paul,0,2024-12-23T03:35:03Z
3,10,Lauren,0,2024-12-23T03:35:03Z
3,10,Craig,0,2024-12-23T03:35:03Z
3,11,Gloria,0,2024-12-23T03:35:03Z
3,11,Paul,0,2024-12-23T03:35:03Z
3,11,Lauren,0,2024-12-23T03:35:03Z
3,11,Craig,0,2024-12-23T03:35:03Z
3,12,Gloria,0,2024-12-23T03:35:03Z
3,12,Paul,0,2024-12-23T03:35:03Z
3,12,Lauren,0,2024-12-23T03:35:03Z
3,12,Craig,0,2024-12-23T03:35:03Z
